size,runs,open_share_mean,concentration_share_mean,distance_share_mean,balance_share_mean,conflict_share_mean,dominant_rate,extreme_rate
S,8,0.1073016124633085,0.09514456874178347,0.4105295261098124,0.10095376213126755,0.28607053055382814,0,0
